,도로조건,계약면적(㎡),건축년도,year,month,coivd,price_per_m2,전월세구분_월세,전월세구분_전세
7915,12,88.96,2016,2020,3,1,148.94334532374103,True,False
7916,12,89.55,1995,2020,11,1,141.5857063093244,True,False
7917,12,89.8,2018,2020,6,1,167.0378619153675,False,True
7918,8,90.0,2007,2020,3,1,122.22222222222223,True,False
7919,12,90.72,1995,2020,11,1,55.114638447971785,False,True
7920,12,92.06,1994,2020,7,1,86.89984792526613,False,True
7921,12,95.2,2011,2020,2,1,94.53781512605042,False,True
7922,8,95.94,2012,2020,12,1,111.18407337919534,True,False
7923,8,95.94,2012,2020,5,1,109.44340212632896,True,False
7924,12,96.0,1989,2020,7,1,78.125,True,False
7925,12,96.58,2015,2020,6,1,134.6034375647132,True,False
7926,12,96.94,1989,2020,10,1,82.52527336496803,True,False
7927,12,97.56,1996,2020,3,1,92.25092250922509,False,True
7928,12,99.0,1990,2020,9,1,90.9090909090909,True,False
7929,12,99.0,2018,2020,2,1,136.36363636363637,True,False
7930,8,99.52,1990,2020,5,1,90.43408360128618,False,True
7931,12,100.0,2016,2020,4,1,160.0,True,False
7932,8,100.0,2015,2020,4,1,155.0,True,False
7933,12,102.0,2018,2020,2,1,147.05882352941177,False,True
7934,12,102.47,2017,2020,3,1,156.1432614423734,False,True
7935,12,103.89,2020,2020,3,1,139.57069977861198,True,False
7936,12,104.94,2018,2020,4,1,114.35105774728416,False,True
7937,12,105.0,2013,2020,2,1,150.0,True,False
7938,12,105.0,2004,2020,2,1,95.23809523809524,False,True
7939,12,122.4,2004,2020,12,1,100.75980392156862,True,False
7940,8,126.76,2006,2020,9,1,114.38939728621015,True,False
7941,12,127.08,2018,2020,7,1,141.643059490085,True,False
7942,12,127.6,2011,2020,3,1,111.67711598746082,True,False
7943,12,154.11,2018,2020,2,1,502.8875478554279,True,False
7944,8,177.0,1996,2020,6,1,40.96045197740113,True,False
7945,8,13.0,2003,2020,12,1,589.7692307692307,True,False
7946,8,15.0,2017,2020,2,1,546.6666666666666,True,False
7947,8,16.0,2014,2020,5,1,443.75,True,False
7948,8,18.84,2014,2020,2,1,132.6963906581741,False,True
7949,8,20.0,2017,2020,2,1,400.0,True,False
7950,8,20.0,2011,2020,9,1,400.0,True,False
7951,12,20.0,2016,2020,12,1,225.0,False,True
7952,8,20.0,2000,2020,7,1,200.0,False,True
7953,12,23.0,2014,2020,2,1,347.82608695652175,True,False
7954,8,23.1,2017,2020,1,1,370.1298701298701,True,False
7955,8,23.1,2017,2020,1,1,337.6623376623376,True,False
7956,8,23.1,2017,2020,2,1,348.48484848484844,True,False
7957,8,23.1,2017,2020,2,1,333.3333333333333,True,False
7958,8,23.1,2017,2020,2,1,337.6623376623376,True,False
7959,25,24.0,2017,2020,2,1,385.4166666666667,True,False
7960,8,24.0,2018,2020,1,1,208.33333333333334,False,True
7961,8,25.0,2017,2020,2,1,304.0,True,False
7962,8,25.0,2012,2020,10,1,500.0,True,False
7963,8,25.0,2018,2020,11,1,324.6,True,False
7964,8,25.0,2008,2020,5,1,320.0,True,False
7965,12,25.0,2016,2020,1,1,370.0,True,False
7966,8,25.0,2008,2020,2,1,292.0,True,False
7967,8,25.0,2003,2020,12,1,332.0,True,False
7968,8,25.0,2012,2020,12,1,266.68,True,False
7969,8,25.0,2018,2020,4,1,290.0,True,False
7970,8,25.0,2008,2020,2,1,342.0,True,False
7971,12,25.0,2016,2020,2,1,270.0,True,False
7972,8,25.0,2012,2020,10,1,440.0,True,False
7973,8,25.0,2018,2020,11,1,160.0,False,True
7974,12,26.0,2015,2020,2,1,336.53846153846155,True,False
7975,8,26.0,2008,2020,11,1,115.38461538461539,False,True
7976,8,26.0,2008,2020,10,1,173.07692307692307,False,True
7977,8,26.3,2018,2020,2,1,340.3041825095057,True,False
7978,8,26.3,2001,2020,3,1,102.6615969581749,False,True
7979,12,26.4,2016,2020,12,1,170.45454545454547,False,True
7980,8,26.45,2000,2020,2,1,224.95274102079395,True,False
7981,8,27.0,2008,2020,4,1,242.59259259259258,True,False
7982,12,27.0,2014,2020,1,1,316.6666666666667,True,False
7983,25,27.0,2017,2020,12,1,364.18518518518516,True,False
7984,25,27.0,2017,2020,11,1,349.48148148148147,True,False
7985,8,27.0,2000,2020,11,1,167.07407407407408,True,False
7986,8,28.0,2012,2020,4,1,314.2857142857143,True,False
7987,8,28.0,2004,2020,2,1,278.57142857142856,True,False
7988,8,28.0,2012,2020,2,1,332.14285714285717,True,False
7989,25,28.0,2016,2020,2,1,341.07142857142856,True,False
7990,8,28.6,2003,2020,6,1,139.86013986013987,False,True
7991,8,29.0,2007,2020,2,1,312.0689655172414,True,False
7992,8,29.0,2016,2020,7,1,318.9655172413793,True,False
7993,8,29.0,2016,2020,7,1,312.0689655172414,True,False
7994,8,29.0,2012,2020,11,1,155.17241379310346,False,True
7995,8,30.0,2002,2020,8,1,325.0,True,False
7996,8,30.0,2011,2020,5,1,283.3333333333333,True,False
7997,8,30.0,2018,2020,12,1,282.23333333333335,True,False
7998,8,30.0,2003,2020,11,1,248.3,True,False
7999,8,30.0,2012,2020,1,1,291.6666666666667,True,False
8000,8,30.0,2006,2020,2,1,228.33333333333334,True,False
8001,12,30.0,2002,2020,12,1,246.66666666666666,True,False
8002,12,30.0,2016,2020,3,1,325.0,True,False
8003,25,30.0,2017,2020,2,1,318.3333333333333,True,False
8004,8,30.0,2004,2020,7,1,211.66666666666666,True,False
8005,8,30.0,2003,2020,2,1,281.6666666666667,True,False
8006,25,30.0,2017,2020,11,1,288.6666666666667,True,False
8007,8,30.0,2001,2020,3,1,178.33333333333334,True,False
8008,8,30.0,2004,2020,7,1,240.0,True,False
8009,8,30.0,2019,2020,1,1,283.3333333333333,True,False
8010,12,30.0,2014,2020,12,1,316.6666666666667,True,False
8011,8,30.0,2005,2020,1,1,100.0,False,True
8012,8,30.0,2004,2020,8,1,100.0,False,True
8013,8,30.0,2018,2020,6,1,166.66666666666666,False,True
8014,8,30.0,2018,2020,6,1,200.0,False,True
8015,8,30.0,2005,2020,3,1,100.0,False,True
8016,25,30.0,2011,2020,6,1,183.33333333333334,False,True
8017,8,30.0,2005,2020,12,1,116.66666666666667,False,True
8018,8,30.65,2001,2020,12,1,146.8189233278956,False,True
8019,12,33.0,2016,2020,6,1,295.45454545454544,True,False
8020,25,33.0,2001,2020,1,1,266.6666666666667,True,False
8021,25,33.0,2001,2020,4,1,212.12121212121212,True,False
8022,8,33.0,2013,2020,8,1,274.24242424242425,True,False
8023,8,33.0,2008,2020,2,1,243.93939393939394,True,False
8024,8,33.0,2009,2020,5,1,251.5151515151515,True,False
8025,8,33.0,2016,2020,2,1,272.72727272727275,True,False
8026,8,33.0,2013,2020,2,1,280.3030303030303,True,False
8027,12,33.0,2002,2020,2,1,204.54545454545453,True,False
8028,8,33.0,2001,2020,9,1,230.3030303030303,True,False
8029,8,33.0,2001,2020,9,1,271.2121212121212,True,False
8030,8,33.0,2009,2020,11,1,261.3939393939394,True,False
8031,25,33.0,2001,2020,9,1,131.8181818181818,True,False
8032,8,33.0,2004,2020,2,1,221.21212121212122,True,False
8033,8,33.0,2016,2020,11,1,339.7878787878788,True,False
8034,12,33.0,2002,2020,11,1,180.96969696969697,True,False
8035,8,33.0,2012,2020,4,1,233.33333333333334,True,False
8036,25,33.0,2001,2020,12,1,306.06060606060606,True,False
8037,8,33.0,2016,2020,8,1,356.06060606060606,True,False
8038,8,33.0,2018,2020,4,1,371.2121212121212,True,False
8039,8,33.0,2004,2020,8,1,233.33333333333334,True,False
8040,8,33.0,2009,2020,2,1,251.5151515151515,True,False
8041,8,33.0,2009,2020,9,1,242.42424242424244,True,False
8042,8,33.0,2007,2020,8,1,210.6060606060606,True,False
8043,25,33.0,2001,2020,6,1,259.09090909090907,True,False
8044,8,33.0,2008,2020,1,1,243.93939393939394,True,False
8045,8,33.0,2002,2020,8,1,90.9090909090909,False,True
8046,12,33.0,2001,2020,2,1,121.21212121212122,False,True
8047,12,33.0,2001,2020,10,1,151.5151515151515,False,True
8048,8,33.0,2004,2020,6,1,121.21212121212122,False,True
8049,12,33.0,2002,2020,7,1,121.21212121212122,False,True
8050,8,33.0,2012,2020,4,1,136.36363636363637,False,True
8051,8,33.0,2012,2020,4,1,136.36363636363637,False,True
8052,8,33.0,2012,2020,8,1,121.21212121212122,False,True
8053,25,35.0,2016,2020,5,1,328.57142857142856,True,False
8054,12,35.0,2016,2020,3,1,294.2857142857143,True,False
8055,8,35.0,2003,2020,12,1,157.14285714285714,False,True
8056,25,36.0,2002,2020,9,1,270.8333333333333,True,False
8057,8,36.0,2005,2020,12,1,250.0,True,False
8058,8,36.0,2005,2020,12,1,250.0,True,False
8059,12,36.3,2011,2020,2,1,234.1597796143251,True,False
8060,25,39.0,2016,2020,1,1,256.4102564102564,True,False
8061,8,40.0,2008,2020,5,1,275.0,True,False
8062,8,40.0,2016,2020,7,1,262.5,True,False
8063,8,40.0,2018,2020,7,1,275.0,True,False
8064,8,40.0,2007,2020,1,1,343.75,True,False
8065,12,40.0,2018,2020,1,1,287.5,True,False
8066,8,40.0,2001,2020,8,1,100.0,False,True
8067,8,40.0,2016,2020,3,1,150.0,False,True
8068,8,42.9,2018,2020,11,1,174.82517482517483,False,True
8069,8,42.9,2018,2020,12,1,139.86013986013987,False,True
8070,8,44.0,2018,2020,2,1,181.8181818181818,False,True
8071,8,45.0,2004,2020,6,1,166.66666666666666,True,False
8072,8,45.0,2004,2020,12,1,122.22222222222223,False,True
8073,8,49.0,2003,2020,5,1,198.9795918367347,True,False
8074,12,50.0,2011,2020,11,1,253.2,True,False
8075,8,50.0,2001,2020,1,1,220.0,True,False
8076,8,50.0,2003,2020,6,1,195.0,True,False
8077,12,50.0,2015,2020,3,1,190.0,True,False
8078,8,50.0,2018,2020,11,1,180.0,False,True
8079,25,52.0,2002,2020,5,1,125.0,False,True
8080,8,52.51,2012,2020,9,1,152.3519329651495,False,True
8081,8,53.0,2003,2020,3,1,221.69811320754718,True,False
8082,8,58.0,2012,2020,12,1,201.1551724137931,True,False
8083,25,59.5,2016,2020,2,1,243.69747899159663,True,False
8084,25,60.0,2016,2020,12,1,205.55,True,False
8085,25,60.78,2010,2020,3,1,168.6410003290556,True,False
8086,25,62.8,2016,2020,12,1,210.19108280254778,True,False
8087,12,64.39,2017,2020,7,1,124.24289485945022,False,True
8088,12,65.0,2011,2020,12,1,130.76923076923077,False,True
8089,8,66.0,2007,2020,6,1,174.24242424242425,True,False
8090,8,66.0,2016,2020,5,1,121.21212121212122,False,True
8091,8,66.0,2008,2020,12,1,106.06060606060606,False,True
8092,12,70.0,2012,2020,12,1,152.38571428571427,True,False
8093,12,75.0,2015,2020,5,1,146.66666666666666,True,False
8094,8,82.0,2012,2020,2,1,121.95121951219512,False,True
8095,8,82.0,2016,2020,11,1,146.34146341463415,False,True
8096,12,82.0,2011,2020,8,1,195.1219512195122,False,True
8097,8,82.5,2016,2020,3,1,133.33333333333334,False,True
8098,8,90.0,2012,2020,1,1,166.66666666666666,False,True
8099,8,95.91,2010,2020,6,1,93.83797309978105,False,True
8100,8,98.0,2016,2020,10,1,122.44897959183673,False,True
8101,8,98.91,2006,2020,2,1,139.01526640380143,True,False
8102,8,99.0,2010,2020,1,1,80.8080808080808,True,False
8103,8,105.6,2016,2020,7,1,142.04545454545456,False,True
8104,8,106.76,2018,2020,4,1,142.84376170850504,True,False
8105,8,107.97,2016,2020,3,1,150.50476984347503,True,False
8106,8,110.84,2018,2020,12,1,126.30819198845182,False,True
8107,8,123.2,2012,2020,2,1,109.57792207792208,True,False
8108,12,12.0,2019,2021,12,1,416.6666666666667,False,True
8109,12,15.0,2016,2021,7,1,581.4,True,False
8110,8,15.0,2015,2021,8,1,622.8666666666667,True,False
8111,8,15.0,2018,2021,8,1,591.4,True,False
8112,8,15.0,2016,2021,2,1,447.93333333333334,True,False
8113,12,16.0,2016,2021,1,1,500.5625,True,False
8114,8,16.0,2016,2021,3,1,281.25,False,True
8115,8,16.5,2017,2021,2,1,418.6060606060606,True,False
8116,12,17.0,2019,2021,1,1,374.3529411764706,True,False
8117,12,17.0,2019,2021,1,1,374.3529411764706,True,False
8118,12,17.0,2016,2021,9,1,488.2352941176471,True,False
8119,12,18.0,2010,2021,2,1,494.5,True,False
8120,12,18.0,2019,2021,10,1,550.7777777777778,True,False
8121,12,18.0,2008,2021,1,1,577.2777777777778,True,False
8122,8,18.0,2018,2021,8,1,492.8333333333333,True,False
8123,12,18.0,2016,2021,5,1,350.0,True,False
8124,12,18.0,2016,2021,2,1,450.77777777777777,True,False
8125,12,18.0,2016,2021,8,1,402.3888888888889,True,False
8126,12,18.0,2016,2021,12,1,382.55555555555554,True,False
8127,8,18.0,2015,2021,2,1,222.22222222222223,False,True
8128,12,18.0,2019,2021,1,1,277.77777777777777,False,True
8129,12,18.0,2019,2021,3,1,277.77777777777777,False,True
8130,12,18.0,2017,2021,1,1,277.77777777777777,False,True
8131,12,18.0,2016,2021,1,1,277.77777777777777,False,True
8132,8,18.0,2017,2021,2,1,250.0,False,True
8133,8,18.18,2019,2021,3,1,389.27392739273927,True,False
8134,8,18.18,2014,2021,1,1,265.016501650165,True,False
8135,12,18.18,2019,2021,12,1,330.03300330033005,False,True
8136,12,18.18,2019,2021,2,1,275.027502750275,False,True
8137,8,18.18,2016,2021,1,1,247.52475247524754,False,True
8138,12,18.18,2016,2021,2,1,275.027502750275,False,True
8139,12,18.3,2009,2021,5,1,458.25136612021856,True,False
8140,8,18.5,2019,2021,2,1,438.5945945945946,True,False
8141,12,19.0,2019,2021,7,1,461.63157894736844,True,False
8142,12,19.0,2019,2021,7,1,413.5263157894737,True,False
8143,8,19.0,2019,2021,4,1,381.2105263157895,True,False
8144,8,19.8,2017,2021,7,1,471.86868686868684,True,False
8145,8,19.8,2012,2021,12,1,448.030303030303,True,False
8146,8,19.83,2019,2021,1,1,427.7357539082199,True,False
8147,8,20.0,1989,2021,10,1,286.7,True,False
8148,8,20.0,2018,2021,1,1,533.2,True,False
8149,25,20.0,2016,2021,2,1,498.35,True,False
8150,12,20.0,1986,2021,12,1,438.55,True,False
8151,8,20.0,2017,2021,2,1,433.6,True,False
8152,8,20.0,2016,2021,2,1,404.05,True,False
8153,12,20.0,2021,2021,8,1,507.15,True,False
8154,8,20.0,2019,2021,2,1,433.6,True,False
8155,8,20.0,2016,2021,11,1,443.55,True,False
8156,8,20.0,2018,2021,2,1,447.55,True,False
8157,8,20.0,2016,2021,2,1,335.95,True,False
8158,8,20.0,2010,2021,2,1,214.3,True,False
8159,8,20.0,2019,2021,2,1,475.45,True,False
8160,8,20.0,2019,2021,12,1,443.55,True,False
8161,8,20.0,2012,2021,8,1,486.45,True,False
8162,8,20.0,2018,2021,2,1,319.75,True,False
8163,12,20.0,2015,2021,7,1,362.15,True,False
8164,8,20.0,2018,2021,2,1,337.2,True,False
8165,12,20.0,2019,2021,12,1,321.45,True,False
8166,8,20.0,2010,2021,1,1,209.55,True,False
8167,8,20.0,2012,2021,1,1,478.65,True,False
8168,8,20.0,2011,2021,1,1,451.35,True,False
8169,12,20.0,2006,2021,1,1,492.25,True,False
8170,8,20.0,2016,2021,7,1,443.55,True,False
8171,8,20.0,2019,2021,10,1,443.55,True,False
8172,12,20.0,2012,2021,6,1,447.55,True,False
8173,8,20.0,2010,2021,1,1,209.55,True,False
8174,8,20.0,2010,2021,1,1,209.55,True,False
8175,8,20.0,2016,2021,1,1,383.2,True,False
8176,8,20.0,2015,2021,2,1,297.65,True,False
8177,8,20.0,2012,2021,1,1,465.0,True,False
8178,8,20.0,2017,2021,7,1,435.7,True,False
8179,12,20.0,2019,2021,11,1,250.0,False,True
8180,8,20.0,2016,2021,2,1,150.0,False,True
8181,12,20.0,2019,2021,11,1,250.0,False,True
8182,8,20.0,2015,2021,12,1,225.0,False,True
8183,12,20.0,2012,2021,7,1,250.0,False,True
8184,12,20.0,2017,2021,8,1,250.0,False,True
8185,12,20.0,2016,2021,6,1,250.0,False,True
8186,12,20.0,2019,2021,12,1,250.0,False,True
8187,12,20.0,2016,2021,12,1,225.0,False,True
8188,8,20.0,2016,2021,1,1,250.0,False,True
8189,8,20.0,2015,2021,12,1,200.0,False,True
8190,8,20.0,2016,2021,2,1,200.0,False,True
8191,8,20.0,2016,2021,2,1,200.0,False,True
8192,12,20.1,2014,2021,5,1,393.7313432835821,True,False
8193,12,20.1,2014,2021,4,1,281.44278606965173,True,False
8194,12,20.3,2010,2021,9,1,493.3004926108374,True,False
8195,12,20.3,2010,2021,9,1,493.3004926108374,True,False
8196,12,20.3,2010,2021,10,1,495.0738916256158,True,False
8197,12,20.3,2010,2021,10,1,466.94581280788174,True,False
8198,12,20.3,2010,2021,10,1,466.94581280788174,True,False
8199,12,20.3,2016,2021,6,1,279.85221674876846,True,False
8200,12,20.3,2011,2021,2,1,422.7093596059113,True,False
8201,12,20.3,2010,2021,12,1,446.8472906403941,True,False
8202,12,20.3,2010,2021,8,1,493.3004926108374,True,False
8203,12,20.3,2010,2021,8,1,509.1625615763547,True,False
8204,12,20.3,2011,2021,8,1,147.7832512315271,False,True
8205,12,20.3,2011,2021,1,1,221.67487684729062,False,True
8206,12,20.3,2011,2021,2,1,221.67487684729062,False,True
8207,8,21.0,2015,2021,1,1,334.1904761904762,True,False
8208,12,21.0,2014,2021,12,1,278.9047619047619,True,False
8209,8,21.0,2021,2021,12,1,422.42857142857144,True,False
8210,8,21.0,2015,2021,2,1,342.1904761904762,True,False
8211,8,21.0,2017,2021,2,1,341.76190476190476,True,False
8212,8,21.0,1987,2021,7,1,417.6666666666667,True,False
8213,12,21.0,2019,2021,7,1,431.2857142857143,True,False
8214,12,21.0,2021,2021,12,1,422.42857142857144,True,False
8215,12,21.0,2012,2021,12,1,408.85714285714283,True,False
8216,8,21.0,2014,2021,8,1,261.9047619047619,True,False
8217,8,21.0,2012,2021,3,1,270.5238095238095,True,False
8218,12,21.0,1989,2021,8,1,214.28571428571428,False,True
8219,8,21.0,2015,2021,2,1,190.47619047619048,False,True
8220,8,21.0,2016,2021,7,1,190.47619047619048,False,True
8221,8,21.0,2018,2021,7,1,190.47619047619048,False,True
8222,12,21.0,1989,2021,12,1,214.28571428571428,False,True
8223,8,21.0,2016,2021,7,1,238.0952380952381,False,True
8224,12,21.0,2014,2021,8,1,166.66666666666666,False,True
8225,8,21.0,2015,2021,2,1,190.47619047619048,False,True
8226,12,21.0,1989,2021,11,1,214.28571428571428,False,True
8227,12,21.23,2011,2021,12,1,235.51577955723033,False,True
8228,12,21.3,2011,2021,9,1,519.1079812206573,True,False
8229,12,21.3,2010,2021,8,1,411.78403755868544,True,False
8230,12,21.3,2011,2021,11,1,435.962441314554,True,False
8231,8,21.3,2011,2021,11,1,164.31924882629107,False,True
8232,12,21.3,2010,2021,2,1,211.26760563380282,False,True
8233,12,21.3,2010,2021,2,1,211.26760563380282,False,True
8234,12,21.3,2010,2021,2,1,211.26760563380282,False,True
8235,12,22.0,2014,2021,11,1,424.6818181818182,True,False
8236,8,22.0,1987,2021,9,1,403.22727272727275,True,False
8237,8,22.0,2020,2021,12,1,403.22727272727275,True,False
8238,8,22.0,2020,2021,9,1,227.27272727272728,False,True
8239,8,22.0,2021,2021,12,1,227.27272727272728,False,True
8240,8,22.0,2021,2021,12,1,227.27272727272728,False,True
8241,12,22.3,2007,2021,10,1,449.05829596412553,True,False
8242,12,22.3,2008,2021,9,1,397.80269058295966,True,False
8243,12,22.3,2011,2021,10,1,495.82959641255604,True,False
8244,12,22.3,2007,2021,6,1,451.4349775784753,True,False
8245,12,22.3,2007,2021,8,1,457.39910313901345,True,False
8246,12,22.3,2011,2021,8,1,449.05829596412553,True,False
8247,12,22.3,2007,2021,6,1,446.95067264573987,True,False
8248,8,23.0,1988,2021,1,1,340.69565217391306,True,False
8249,8,23.0,2015,2021,11,1,195.65217391304347,False,True
8250,8,23.0,2014,2021,1,1,173.91304347826087,False,True
8251,8,23.0,2014,2021,1,1,173.91304347826087,False,True
8252,12,23.1,2007,2021,1,1,457.3160173160173,True,False
8253,12,23.1,2007,2021,11,1,482.987012987013,True,False
8254,12,23.1,2014,2021,1,1,129.87012987012986,False,True
8255,12,23.11,2010,2021,8,1,359.15188230203375,True,False
8256,8,23.14,1987,2021,9,1,395.7216940363008,True,False
8257,12,23.3,2006,2021,10,1,437.7682403433476,True,False
8258,12,23.3,2007,2021,6,1,456.0515021459227,True,False
8259,8,23.3,2016,2021,7,1,214.59227467811158,False,True
8260,8,23.5,2017,2021,1,1,338.51063829787233,True,False
8261,8,25.0,2015,2021,5,1,316.56,True,False
8262,12,25.0,2014,2021,2,1,346.88,True,False
8263,12,25.0,2011,2021,3,1,291.08,True,False
8264,12,25.0,2006,2021,10,1,257.16,True,False
8265,12,25.0,2015,2021,7,1,354.84,True,False
8266,8,25.0,2018,2021,5,1,293.72,True,False
8267,8,25.0,2019,2021,8,1,293.72,True,False
8268,12,25.0,2007,2021,7,1,341.44,True,False
8269,8,25.0,2019,2021,4,1,308.56,True,False
8270,12,25.0,2016,2021,8,1,324.0,True,False
8271,12,25.0,2010,2021,1,1,415.64,True,False
8272,12,25.0,2008,2021,8,1,350.84,True,False
8273,8,25.0,2017,2021,5,1,236.56,True,False
8274,12,25.0,2010,2021,6,1,231.24,True,False
8275,8,25.0,1988,2021,2,1,342.88,True,False
8276,8,25.0,2018,2021,12,1,354.28,True,False
8277,8,25.0,2017,2021,2,1,292.08,True,False
8278,12,25.0,2011,2021,3,1,275.92,True,False
8279,8,25.0,2019,2021,7,1,309.16,True,False
8280,12,25.0,2014,2021,11,1,412.0,True,False
8281,12,25.0,2015,2021,1,1,404.72,True,False
8282,8,25.0,2008,2021,2,1,309.4,True,False
8283,12,25.0,2015,2021,2,1,346.88,True,False
8284,12,25.0,2009,2021,2,1,486.52,True,False
8285,8,25.0,1997,2021,12,1,343.44,True,False
8286,12,25.0,2015,2021,2,1,402.68,True,False
8287,12,25.0,2017,2021,2,1,346.88,True,False
8288,12,25.0,2011,2021,1,1,437.44,True,False
8289,12,25.0,2019,2021,2,1,346.88,True,False
8290,8,25.0,2016,2021,2,1,329.4,True,False
8291,12,25.0,2012,2021,2,1,249.6,True,False
8292,8,25.0,2011,2021,8,1,408.0,True,False
8293,12,25.0,2015,2021,2,1,545.88,True,False
8294,12,25.0,2015,2021,12,1,354.84,True,False
8295,8,25.0,2020,2021,8,1,446.28,True,False
8296,12,25.0,2015,2021,12,1,354.84,True,False
8297,12,25.0,2008,2021,12,1,354.84,True,False
8298,12,25.0,2014,2021,7,1,511.44,True,False
8299,12,25.0,2011,2021,6,1,380.36,True,False
8300,12,25.0,2011,2021,12,1,354.84,True,False
8301,12,25.0,2007,2021,2,1,436.56,True,False
8302,8,25.0,2010,2021,2,1,346.88,True,False
8303,8,25.0,2019,2021,2,1,302.24,True,False
8304,12,25.0,2009,2021,2,1,260.92,True,False
8305,8,25.0,2013,2021,2,1,325.6,True,False
8306,8,25.0,1989,2021,2,1,233.48,True,False
8307,8,25.0,2013,2021,8,1,412.0,True,False
8308,8,25.0,2012,2021,1,1,357.08,True,False
8309,8,25.0,2014,2021,12,1,385.16,True,False
8310,8,25.0,2018,2021,2,1,324.56,True,False
8311,8,25.0,2014,2021,12,1,354.84,True,False
8312,12,25.0,2020,2021,1,1,298.2,True,False
8313,8,25.0,2016,2021,2,1,287.08,True,False
8314,8,25.0,2014,2021,8,1,377.72,True,False
8315,12,25.0,2010,2021,12,1,354.84,True,False
8316,12,25.0,2011,2021,2,1,309.4,True,False
8317,8,25.0,2018,2021,1,1,328.36,True,False
8318,12,25.0,2007,2021,12,1,408.56,True,False
8319,8,25.0,2019,2021,4,1,236.56,True,False
8320,12,25.0,2016,2021,9,1,350.84,True,False
8321,12,25.0,2015,2021,12,1,354.84,True,False
8322,12,25.0,2011,2021,1,1,339.28,True,False
8323,8,25.0,2018,2021,12,1,362.84,True,False
8324,8,25.0,2020,2021,5,1,358.28,True,False
8325,12,25.0,2007,2021,1,1,448.36,True,False
8326,12,25.0,2015,2021,8,1,343.44,True,False
8327,8,25.0,2020,2021,8,1,423.44,True,False
8328,8,25.0,2018,2021,4,1,274.28,True,False
8329,12,25.0,2009,2021,12,1,344.84,True,False
8330,8,25.0,2011,2021,12,1,350.84,True,False
8331,12,25.0,2019,2021,11,1,534.28,True,False
8332,12,25.0,2019,2021,1,1,243.64,True,False
8333,12,25.0,2006,2021,3,1,287.08,True,False
8334,8,25.0,2016,2021,1,1,320.0,True,False
8335,12,25.0,2017,2021,2,1,200.0,False,True
8336,12,25.0,2017,2021,7,1,200.0,False,True
8337,12,25.0,2010,2021,2,1,180.0,False,True
8338,12,25.0,2017,2021,1,1,180.0,False,True
8339,12,25.0,2006,2021,12,1,160.0,False,True
8340,8,25.0,2017,2021,2,1,180.0,False,True
8341,12,25.0,2017,2021,1,1,200.0,False,True
8342,12,25.0,2019,2021,11,1,200.0,False,True
8343,12,25.0,2017,2021,1,1,200.0,False,True
8344,8,25.0,2018,2021,2,1,180.0,False,True
8345,8,25.0,2018,2021,12,1,180.0,False,True
8346,8,25.0,2018,2021,11,1,180.0,False,True
8347,12,25.0,2019,2021,1,1,240.0,False,True
8348,8,25.0,1987,2021,11,1,120.0,False,True
8349,8,25.0,2020,2021,1,1,200.0,False,True
8350,12,25.0,2017,2021,1,1,200.0,False,True
8351,8,25.0,2017,2021,12,1,200.0,False,True
8352,8,25.0,2018,2021,7,1,160.0,False,True
8353,8,25.0,2018,2021,1,1,200.0,False,True
8354,8,25.0,2016,2021,1,1,200.0,False,True
8355,12,25.0,2019,2021,1,1,200.0,False,True
8356,12,25.3,2014,2021,11,1,395.8102766798419,True,False
8357,12,25.3,2009,2021,12,1,237.7075098814229,True,False
8358,12,25.3,2009,2021,12,1,350.6324110671937,True,False
8359,8,26.0,2018,2021,9,1,429.11538461538464,True,False
8360,12,26.0,2012,2021,7,1,403.84615384615387,True,False
8361,12,26.0,2011,2021,3,1,173.07692307692307,False,True
8362,8,26.0,2017,2021,1,1,269.2307692307692,False,True
8363,12,26.11,2008,2021,12,1,427.307545001915,True,False
8364,8,26.3,1991,2021,10,1,387.83269961977186,True,False
8365,12,26.44,2012,2021,12,1,335.51437216338877,True,False
8366,8,26.5,2021,2021,2,1,379.8867924528302,True,False
8367,12,27.0,2013,2021,12,1,402.6296296296296,True,False
8368,8,27.0,2012,2021,1,1,354.55555555555554,True,False
8369,12,27.0,2008,2021,12,1,434.4074074074074,True,False
8370,12,27.0,2011,2021,6,1,341.85185185185185,True,False
8371,8,27.0,1987,2021,10,1,324.85185185185185,True,False
8372,12,27.0,2019,2021,12,1,338.6296296296296,True,False
8373,12,27.0,2019,2021,7,1,148.14814814814815,False,True
8374,8,27.0,2013,2021,1,1,185.1851851851852,False,True
8375,8,27.0,1987,2021,10,1,111.11111111111111,False,True
8376,12,27.2,2008,2021,3,1,359.8529411764706,True,False
8377,12,27.2,2008,2021,8,1,367.64705882352945,True,False
8378,8,27.43,2012,2021,2,1,265.29347429821365,True,False
8379,12,28.0,2009,2021,12,1,316.82142857142856,True,False
8380,12,28.0,2010,2021,2,1,306.14285714285717,True,False
8381,12,28.0,2013,2021,6,1,270.75,True,False
8382,8,28.0,2017,2021,6,1,329.64285714285717,True,False
8383,12,28.0,2010,2021,12,1,316.82142857142856,True,False
8384,12,28.0,2010,2021,1,1,312.67857142857144,True,False
8385,12,28.1,2007,2021,9,1,339.1103202846975,True,False
8386,12,28.1,2007,2021,8,1,362.98932384341634,True,False
8387,12,28.1,2007,2021,8,1,362.98932384341634,True,False
8388,12,28.22,2006,2021,8,1,337.66832034018427,True,False
8389,12,28.3,2015,2021,10,1,414.452296819788,True,False
